image_id,split,bottle_count,source_url,original_url,landing_url,license,author,title
a1119d540ba829e4,train,1,https://open-images-dataset.s3.amazonaws.com/validation/a1119d540ba829e4.jpg,https://farm5.staticflickr.com/192/493502443_9514afdcfe_o.jpg,https://www.flickr.com/photos/brian-fitzgerald/493502443,https://creativecommons.org/licenses/by/2.0/,Brian Fitzgerald,Why?
e7ff04aefb2cc102,train,1,https://open-images-dataset.s3.amazonaws.com/validation/e7ff04aefb2cc102.jpg,https://farm3.staticflickr.com/8510/8511157913_f8f1e79cc5_o.jpg,https://www.flickr.com/photos/64636759@N07/8511157913,https://creativecommons.org/licenses/by/2.0/,thedabblist,Homemade Mouthwash
1b55f9174167a8d3,train,2,https://open-images-dataset.s3.amazonaws.com/validation/1b55f9174167a8d3.jpg,https://farm4.staticflickr.com/7044/6890960741_a10ee93d69_o.jpg,https://www.flickr.com/photos/rickmccharles/6890960741,https://creativecommons.org/licenses/by/2.0/,Rick McCharles,world's best beer glass
92eb72d6587bfbf9,train,1,https://open-images-dataset.s3.amazonaws.com/validation/92eb72d6587bfbf9.jpg,https://c2.staticflickr.com/1/10/13385972_4f7069ce19_o.jpg,https://www.flickr.com/photos/the3786cupsofwater/13385972,https://creativecommons.org/licenses/by/2.0/,the 3786 cups of water,coca-cola
b465df5c6ae982bf,train,3,https://open-images-dataset.s3.amazonaws.com/validation/b465df5c6ae982bf.jpg,https://c8.staticflickr.com/9/8502/8374749142_01c4a58bd8_o.jpg,https://www.flickr.com/photos/jirka_matousek/8374749142,https://creativecommons.org/licenses/by/2.0/,Jirka Matousek,Corona
00a36f96e31731c4,train,1,https://open-images-dataset.s3.amazonaws.com/validation/00a36f96e31731c4.jpg,https://farm5.staticflickr.com/8207/8289365270_38b682a286_o.jpg,https://www.flickr.com/photos/johanl/8289365270,https://creativecommons.org/licenses/by/2.0/,Johan Larsson,Untitled
1a04c113301b09f8,train,1,https://open-images-dataset.s3.amazonaws.com/validation/1a04c113301b09f8.jpg,https://c1.staticflickr.com/6/5049/5278920808_0bf2d15a23_o.jpg,https://www.flickr.com/photos/jennmae/5278920808,https://creativecommons.org/licenses/by/2.0/,Jenn Lowther,Why yes I think I will. Cc @shannonrich
49e6a10cc09950c8,train,1,https://open-images-dataset.s3.amazonaws.com/validation/49e6a10cc09950c8.jpg,https://c1.staticflickr.com/1/67/213297601_c657f6a70c_o.jpg,https://www.flickr.com/photos/pyntofmyld/213297601,https://creativecommons.org/licenses/by/2.0/,pyntofmyld,Volvic ad shot
b5bbb96eefd779eb,train,1,https://open-images-dataset.s3.amazonaws.com/validation/b5bbb96eefd779eb.jpg,https://c4.staticflickr.com/6/5462/9429993515_1be01891ec_o.jpg,https://www.flickr.com/photos/royluck/9429993515,https://creativecommons.org/licenses/by/2.0/,Roy Luck,Czech lager at the Old Prague Restaurant
370406d5365f1adf,train,1,https://open-images-dataset.s3.amazonaws.com/validation/370406d5365f1adf.jpg,https://c8.staticflickr.com/2/1236/1338801154_b00d06a66f_o.jpg,https://www.flickr.com/photos/justin/1338801154,https://creativecommons.org/licenses/by/2.0/,Justin Hall,Merci got a new iPhone!
69cc9b1b49e4c6c3,train,4,https://open-images-dataset.s3.amazonaws.com/validation/69cc9b1b49e4c6c3.jpg,https://farm4.staticflickr.com/2060/1815020250_81cd13f558_o.jpg,https://www.flickr.com/photos/14233029@N00/1815020250,https://creativecommons.org/licenses/by/2.0/,mareo_diaz,Gasú_juego en el campo de batalla
c264f4ac854e66eb,train,1,https://open-images-dataset.s3.amazonaws.com/validation/c264f4ac854e66eb.jpg,https://c4.staticflickr.com/9/8499/8334963708_4e48553017_o.jpg,https://www.flickr.com/photos/jimmybenson/8334963708,https://creativecommons.org/licenses/by/2.0/,Jan-Willem Reusink,Erdinger Weißbier
874f0a9275b8ed9b,train,1,https://open-images-dataset.s3.amazonaws.com/validation/874f0a9275b8ed9b.jpg,https://c4.staticflickr.com/9/8522/8538709738_64b8258e6f_o.jpg,https://www.flickr.com/photos/uncalno/8538709738,https://creativecommons.org/licenses/by/2.0/,Uncalno Tekno,Wine
031244297d177089,train,2,https://open-images-dataset.s3.amazonaws.com/validation/031244297d177089.jpg,https://c2.staticflickr.com/5/4051/4685520190_97ac0a9776_o.jpg,https://www.flickr.com/photos/bokchoi-snowpea/4685520190,https://creativecommons.org/licenses/by/2.0/,snowpea&amp;bokchoi,Alcohol for the Bisque
1b9eb52c0e2cf93c,train,3,https://open-images-dataset.s3.amazonaws.com/validation/1b9eb52c0e2cf93c.jpg,https://c5.staticflickr.com/3/2110/2220088917_340d3a1e6a_o.jpg,https://www.flickr.com/photos/melvinprice/2220088917,https://creativecommons.org/licenses/by/2.0/,MelvinPrice,Mum's Cupboard - Not Bare
6c304280c24a90f8,train,1,https://open-images-dataset.s3.amazonaws.com/validation/6c304280c24a90f8.jpg,https://c1.staticflickr.com/9/8227/8577941602_bd3c7341de_o.jpg,https://www.flickr.com/photos/mmu-engage/8577941602,https://creativecommons.org/licenses/by/2.0/,Manchester Metropolitan University,1. Sun Rise on Mars
a119ed96a3eb26da,train,1,https://open-images-dataset.s3.amazonaws.com/validation/a119ed96a3eb26da.jpg,https://c3.staticflickr.com/5/4143/4827555036_5ddb4a1a79_o.jpg,https://www.flickr.com/photos/extraterila/4827555036,https://creativecommons.org/licenses/by/2.0/,extraterila,I knoews trickz
61e5a9ac02d31d84,train,3,https://open-images-dataset.s3.amazonaws.com/validation/61e5a9ac02d31d84.jpg,https://farm5.staticflickr.com/46/179411508_f6f36c7105_o.jpg,https://www.flickr.com/photos/jhritz/179411508,https://creativecommons.org/licenses/by/2.0/,John Hritz,Coke Bottles
f5b09fbe99e13691,train,1,https://open-images-dataset.s3.amazonaws.com/validation/f5b09fbe99e13691.jpg,https://farm2.staticflickr.com/8309/8069866678_bdf2a4ef05_o.jpg,https://www.flickr.com/photos/bily7july/8069866678,https://creativecommons.org/licenses/by/2.0/,Bin.Híp,Alots like love.
f37bf67123a9fba8,train,1,https://open-images-dataset.s3.amazonaws.com/validation/f37bf67123a9fba8.jpg,https://c1.staticflickr.com/8/7196/6915535317_8a80ae593a_o.jpg,https://www.flickr.com/photos/adactio/6915535317,https://creativecommons.org/licenses/by/2.0/,Jeremy Keith,Wither Hills Sauvignon Blanc
d14608ef88c2b6c0,train,1,https://open-images-dataset.s3.amazonaws.com/validation/d14608ef88c2b6c0.jpg,https://farm1.staticflickr.com/5181/5683829251_fdec505ef1_o.jpg,https://www.flickr.com/photos/jaxons/5683829251,https://creativecommons.org/licenses/by/2.0/,Jaxon S,Bokeh
a4ce8204dc010b24,train,2,https://open-images-dataset.s3.amazonaws.com/validation/a4ce8204dc010b24.jpg,https://farm5.staticflickr.com/3228/5830105328_082ac754ab_o.jpg,https://www.flickr.com/photos/egonzalesmarquez/5830105328,https://creativecommons.org/licenses/by/2.0/,egonzalesmarquez,Icing Nail Polish
03abc39ad2c14097,train,2,https://open-images-dataset.s3.amazonaws.com/validation/03abc39ad2c14097.jpg,https://farm8.staticflickr.com/5055/5546714555_d1571b8d8c_o.jpg,https://www.flickr.com/photos/gtzecosan/5546714555,https://creativecommons.org/licenses/by/2.0/,SuSanA Secretariat,Wastewater samples before and after treatment in a VFB
b426e52fccedea01,train,4,https://open-images-dataset.s3.amazonaws.com/validation/b426e52fccedea01.jpg,https://farm2.staticflickr.com/3620/3582561058_e59e01a36e_o.jpg,https://www.flickr.com/photos/versionz/3582561058,https://creativecommons.org/licenses/by/2.0/,versionz,etc.
4cc6516b9be3d77d,train,1,https://open-images-dataset.s3.amazonaws.com/validation/4cc6516b9be3d77d.jpg,https://c6.staticflickr.com/8/7158/6415224265_0fff442644_o.jpg,https://www.flickr.com/photos/emilyrides/6415224265,https://creativecommons.org/licenses/by/2.0/,emilydickinsonridesabmx,Innis and Gunn Highland Cask Beer Aged in Malt Whisky Casks
2b64b976ad4eb667,train,1,https://open-images-dataset.s3.amazonaws.com/validation/2b64b976ad4eb667.jpg,https://farm8.staticflickr.com/7228/7284667796_f3a7d88e33_o.jpg,https://www.flickr.com/photos/justin_kern/7284667796/,https://creativecommons.org/licenses/by/2.0/,Justin Kern,Combination Vase
6c1af88ce6699fbb,train,1,https://open-images-dataset.s3.amazonaws.com/validation/6c1af88ce6699fbb.jpg,https://c4.staticflickr.com/4/3807/9613412745_fd905a5a8a_o.jpg,https://www.flickr.com/photos/rch850/9613412745,https://creativecommons.org/licenses/by/2.0/,rch850,"2010 Grand Bateau Rouge, Bordeaux"
179f6966eec24e2a,train,3,https://open-images-dataset.s3.amazonaws.com/validation/179f6966eec24e2a.jpg,https://c3.staticflickr.com/6/5054/5495551790_057a0c01d5_o.jpg,https://www.flickr.com/photos/savansekhon/5495551790,https://creativecommons.org/licenses/by/2.0/,savan  sekhon,Lock And Load
d93f755cf12d6e3d,train,1,https://open-images-dataset.s3.amazonaws.com/validation/d93f755cf12d6e3d.jpg,https://c6.staticflickr.com/3/2477/4019526126_4ba71ddc22_o.jpg,https://www.flickr.com/photos/cletch/4019526126,https://creativecommons.org/licenses/by/2.0/,Pat (Cletch) Williams,Pre-Conference Shenanigans
4b1d8b33030b1706,val,1,https://open-images-dataset.s3.amazonaws.com/validation/4b1d8b33030b1706.jpg,https://farm7.staticflickr.com/8442/7881671810_81c24b471e_o.jpg,https://www.flickr.com/photos/toolmantim/7881671810,https://creativecommons.org/licenses/by/2.0/,Tim Lucas,Gin Mare - Mediterrean Gin
3ef5a2893b3df4a4,val,1,https://open-images-dataset.s3.amazonaws.com/validation/3ef5a2893b3df4a4.jpg,https://farm5.staticflickr.com/7180/6926910141_5202aa9c93_o.jpg,https://www.flickr.com/photos/onthewhiteline/6926910141,https://creativecommons.org/licenses/by/2.0/,Corey Taratuta,Today I learned about gluten in medications... and I'm not a celiac.
5821c61e6ec9d67a,val,1,https://open-images-dataset.s3.amazonaws.com/validation/5821c61e6ec9d67a.jpg,https://c3.staticflickr.com/5/4061/4376286940_4a5a80d4ba_o.jpg,https://www.flickr.com/photos/andy-li/4376286940,https://creativecommons.org/licenses/by/2.0/,Andy Li,Get used to it?
910796da8a49348e,val,1,https://open-images-dataset.s3.amazonaws.com/validation/910796da8a49348e.jpg,https://c7.staticflickr.com/5/4004/4353175861_f909c0d5f5_o.jpg,https://www.flickr.com/photos/creative_tools/4353175861,https://creativecommons.org/licenses/by/2.0/,Creative Tools,CreativeTools.se - PackshotCreator - CreativeTools.se - PackshotCreator - Jar of olives
47b56f870752e1c2,val,1,https://open-images-dataset.s3.amazonaws.com/validation/47b56f870752e1c2.jpg,https://farm3.staticflickr.com/3194/2999894253_51c9ae08eb_o.jpg,https://www.flickr.com/photos/dq090702/2999894253,https://creativecommons.org/licenses/by/2.0/,brokinhrt2,Baby Bottle
5cc6d803cefe4dbf,val,1,https://open-images-dataset.s3.amazonaws.com/validation/5cc6d803cefe4dbf.jpg,https://c8.staticflickr.com/1/499/19595299285_5b33061a9f_o.jpg,https://www.flickr.com/photos/jjg_1977/19595299285,https://creativecommons.org/licenses/by/2.0/,Javier González,Live Pink
8389085968bd2d8e,val,3,https://open-images-dataset.s3.amazonaws.com/validation/8389085968bd2d8e.jpg,https://c7.staticflickr.com/8/7239/7181056835_5512229cd9_o.jpg,https://www.flickr.com/photos/nwcouncil/7181056835,https://creativecommons.org/licenses/by/2.0/,Northwest Power and Conservation Council,Salmon Eggs at Bonneville Vistor Center
ac359b78738c1d8f,val,1,https://open-images-dataset.s3.amazonaws.com/validation/ac359b78738c1d8f.jpg,https://c8.staticflickr.com/4/3344/3487173480_8af0b6e964_o.jpg,https://www.flickr.com/photos/stevengroves/3487173480/,https://creativecommons.org/licenses/by/2.0/,Steven Groves,BlingNite 2009 Steven Groves (24)
58b50dce36e63205,val,3,https://open-images-dataset.s3.amazonaws.com/validation/58b50dce36e63205.jpg,https://farm6.staticflickr.com/4085/5177208422_0149bfa4b2_o.jpg,https://www.flickr.com/photos/stickwithjosh/5177208422,https://creativecommons.org/licenses/by/2.0/,Joshua Blount,Organic hippie crap
19a9c18bb631cf3f,val,2,https://open-images-dataset.s3.amazonaws.com/validation/19a9c18bb631cf3f.jpg,https://c8.staticflickr.com/1/761/20986082565_e7717e78d3_o.jpg,https://www.flickr.com/photos/csitko/20986082565,https://creativecommons.org/licenses/by/2.0/,Cory Sitko,Tweeted on 08/29/2015 at 04:57 PM
