ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
b465df5c6ae982bf,xclick,/m/04dr76w,1,0.5560472,0.9557522,0.2699115,1,0,1,0,0,0
00a36f96e31731c4,xclick,/m/04dr76w,1,0.8625,0.9421875,0.425,0.8229167,0,0,0,0,0
1a04c113301b09f8,xclick,/m/04dr76w,1,0.5577617,0.84476537,0.037906136,0.80866426,0,0,0,0,0
49e6a10cc09950c8,xclick,/m/04dr76w,1,0.25902337,0.7027601,0.026113672,0.9892473,0,0,0,0,0
b5bbb96eefd779eb,xclick,/m/04dr76w,1,0.51762116,1,0,0.9288889,0,0,0,0,0
370406d5365f1adf,xclick,/m/04dr76w,1,0,0.09375,0.675,0.96875,0,0,0,0,0
69cc9b1b49e4c6c3,xclick,/m/04dr76w,1,0.35,0.3796875,0.6791667,0.77708334,1,0,0,0,0
69cc9b1b49e4c6c3,xclick,/m/04dr76w,1,0.765625,0.796875,0.77916664,0.88125,1,0,0,0,0
69cc9b1b49e4c6c3,xclick,/m/04dr76w,1,0.76875,0.803125,0.79791665,0.95625,1,0,0,0,0
69cc9b1b49e4c6c3,xclick,/m/04dr76w,1,0.796875,0.8171875,0.75416666,0.8625,1,0,0,0,0
c264f4ac854e66eb,xclick,/m/04dr76w,1,0.54791665,0.8625,0.046875,0.9859375,0,0,0,0,0
874f0a9275b8ed9b,xclick,/m/04dr76w,1,0.42857143,1,0.0054054055,0.56216216,0,1,0,0,0
031244297d177089,xclick,/m/04dr76w,1,0,0.95441175,0,0.4390244,0,0,0,0,0
031244297d177089,xclick,/m/04dr76w,1,0,0.99852943,0.4323725,1,0,0,0,0,0
1b9eb52c0e2cf93c,xclick,/m/04dr76w,1,0.16458334,0.29583332,0.50625,0.7125,0,0,0,0,0
1b9eb52c0e2cf93c,xclick,/m/04dr76w,1,0.5,0.59375,0.571875,0.7578125,0,0,0,0,0
1b9eb52c0e2cf93c,xclick,/m/04dr76w,1,0.625,0.81458336,0.4734375,0.9875,0,0,0,0,0
6c304280c24a90f8,xclick,/m/04dr76w,1,0.13586956,0.88858694,0,1,0,1,0,0,0
a119ed96a3eb26da,xclick,/m/04dr76w,1,0.07324365,0.38116592,0.2576419,0.5152838,0,0,0,0,0
61e5a9ac02d31d84,xclick,/m/04dr76w,1,0.016666668,0.18958333,0.1640625,0.6890625,1,0,0,0,0
61e5a9ac02d31d84,xclick,/m/04dr76w,1,0.15,0.42916667,0.125,0.8359375,1,0,0,0,0
61e5a9ac02d31d84,xclick,/m/04dr76w,1,0.6041667,0.9125,0.1078125,0.890625,1,0,0,0,0
f5b09fbe99e13691,xclick,/m/04dr76w,1,0.33212996,0.70577615,0.07400722,0.9638989,1,0,0,0,0
f37bf67123a9fba8,xclick,/m/04dr76w,1,0,0.74530274,0,1,0,1,0,0,0
d14608ef88c2b6c0,xclick,/m/04dr76w,1,0,0.5484536,0,0.9969697,0,1,0,0,0
a4ce8204dc010b24,xclick,/m/04dr76w,1,0.1724138,0.48084292,0.12606473,0.8415673,0,0,0,0,0
a4ce8204dc010b24,xclick,/m/04dr76w,1,0.4789272,0.79693484,0.14139694,0.8568995,0,0,0,0,0
03abc39ad2c14097,xclick,/m/04dr76w,1,0.061965812,0.48076922,0.03664122,0.9832061,0,0,0,0,0
03abc39ad2c14097,xclick,/m/04dr76w,1,0.5,0.9252137,0.03816794,0.98015267,0,0,0,0,0
b426e52fccedea01,xclick,/m/04dr76w,1,0.19642857,0.3267857,0.1535649,0.6581353,0,0,0,0,0
b426e52fccedea01,xclick,/m/04dr76w,1,0.38392857,0.54464287,0.12797076,0.73491776,1,0,0,0,0
b426e52fccedea01,xclick,/m/04dr76w,1,0.5303571,0.71428573,0.11151737,0.8153565,1,0,0,0,0
b426e52fccedea01,xclick,/m/04dr76w,1,0.60892856,0.825,0.093235835,0.86288846,0,0,0,0,0
4cc6516b9be3d77d,xclick,/m/04dr76w,1,0.11691023,0.45929018,0,0.8939158,0,1,0,0,0
2b64b976ad4eb667,xclick,/m/04dr76w,1,0.24865831,0.7781753,0,0.9708029,0,1,0,0,0
6c1af88ce6699fbb,xclick,/m/04dr76w,1,0.49117646,0.87058824,0,1,0,1,0,0,0
179f6966eec24e2a,xclick,/m/04dr76w,1,0.12536873,0.4321534,0.06637168,0.7278761,1,0,0,0,0
179f6966eec24e2a,xclick,/m/04dr76w,1,0.34365782,0.600295,0,0.67699116,1,0,0,0,0
179f6966eec24e2a,xclick,/m/04dr76w,1,0.4380531,0.9705015,0.13495575,0.99557525,1,1,0,0,0
d93f755cf12d6e3d,xclick,/m/04dr76w,1,0.35007384,0.52141804,0.16777042,0.36865342,0,1,0,0,0
4b1d8b33030b1706,xclick,/m/04dr76w,1,0.31858408,0.6637168,0,0.9314159,0,0,0,0,0
3ef5a2893b3df4a4,xclick,/m/04dr76w,1,0.15523465,0.8736462,0.06859206,0.99819493,0,1,0,0,0
5821c61e6ec9d67a,xclick,/m/04dr76w,1,0.046008117,0.3396482,0.48915663,0.9614458,0,0,0,0,0
910796da8a49348e,xclick,/m/04dr76w,1,0.34225622,0.6500956,0.13822526,0.8327645,0,0,0,0,0
47b56f870752e1c2,xclick,/m/04dr76w,1,0.36666667,0.74375,0.0515625,0.978125,0,0,0,0,0
5cc6d803cefe4dbf,xclick,/m/04dr76w,1,0.38088235,0.625,0.31929046,0.9113082,0,0,0,0,0
8389085968bd2d8e,xclick,/m/04dr76w,1,0.02782071,0.29211748,0.15611814,0.8902954,0,0,0,0,0
8389085968bd2d8e,xclick,/m/04dr76w,1,0.3724884,0.63987637,0.12025317,0.8670886,0,0,0,0,0
8389085968bd2d8e,xclick,/m/04dr76w,1,0.690881,0.9629057,0.06962025,0.8523207,0,0,0,0,0
ac359b78738c1d8f,xclick,/m/04dr76w,1,0.32083333,0.5833333,0.2125,0.9875,1,0,0,0,0
58b50dce36e63205,xclick,/m/04dr76w,1,0.13274336,0.35103244,0.123893805,0.5685841,1,0,0,0,0
58b50dce36e63205,xclick,/m/04dr76w,1,0.33333334,0.5855457,0.11061947,0.8075221,1,0,0,0,0
58b50dce36e63205,xclick,/m/04dr76w,1,0.59292036,0.89085543,0.081858404,0.88495576,0,0,0,0,0
19a9c18bb631cf3f,xclick,/m/04dr76w,1,0.13898917,0.4927798,0,0.8357401,0,0,0,0,0
19a9c18bb631cf3f,xclick,/m/04dr76w,1,0.45306858,0.6732852,0.057761732,0.9097473,0,0,0,0,0
