image_id,split,source_split,width,height,bottle_count,source_url,original_url,landing_url,license,author,title,sha256
2a548bd4b973dca8,train,validation,1024,700,1,https://open-images-dataset.s3.amazonaws.com/validation/2a548bd4b973dca8.jpg,https://c1.staticflickr.com/9/8745/17041657497_0949d2ba20_o.jpg,https://www.flickr.com/photos/dsf/17041657497,https://creativecommons.org/licenses/by/2.0/,Darren Foreman,Manflu,8c82faa809558d5f8890f0385daeb699efc47f68d78a7d0c37b70a4f484a9399
a1119d540ba829e4,train,validation,768,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/a1119d540ba829e4.jpg,https://farm5.staticflickr.com/192/493502443_9514afdcfe_o.jpg,https://www.flickr.com/photos/brian-fitzgerald/493502443,https://creativecommons.org/licenses/by/2.0/,Brian Fitzgerald,Why?,629e462d0d879888e9354a31793e5cb511a18f2dd55be2dde69a64b545c666df
e7ff04aefb2cc102,train,validation,683,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/e7ff04aefb2cc102.jpg,https://farm3.staticflickr.com/8510/8511157913_f8f1e79cc5_o.jpg,https://www.flickr.com/photos/64636759@N07/8511157913,https://creativecommons.org/licenses/by/2.0/,thedabblist,Homemade Mouthwash,a6f8731a4f5d376ddff7bb4cdf5ba845af6ced49d8a79c7b954c15c24eb97f36
1b55f9174167a8d3,train,validation,929,1024,2,https://open-images-dataset.s3.amazonaws.com/validation/1b55f9174167a8d3.jpg,https://farm4.staticflickr.com/7044/6890960741_a10ee93d69_o.jpg,https://www.flickr.com/photos/rickmccharles/6890960741,https://creativecommons.org/licenses/by/2.0/,Rick McCharles,world's best beer glass,99606a3ee90747fddfde67d6756147a5bd49e01af134f23ff20a09b127b92750
92eb72d6587bfbf9,train,validation,1024,768,1,https://open-images-dataset.s3.amazonaws.com/validation/92eb72d6587bfbf9.jpg,https://c2.staticflickr.com/1/10/13385972_4f7069ce19_o.jpg,https://www.flickr.com/photos/the3786cupsofwater/13385972,https://creativecommons.org/licenses/by/2.0/,the 3786 cups of water,coca-cola,ab9e9466ae42724b3aa1bbcc357bf4d75b9f713605e3e78d70340f0e001e6219
b465df5c6ae982bf,train,validation,1024,683,3,https://open-images-dataset.s3.amazonaws.com/validation/b465df5c6ae982bf.jpg,https://c8.staticflickr.com/9/8502/8374749142_01c4a58bd8_o.jpg,https://www.flickr.com/photos/jirka_matousek/8374749142,https://creativecommons.org/licenses/by/2.0/,Jirka Matousek,Corona,b4c1efa3d2a2d71c4fba0331b8b9a52a393a32ae17ce028d049cd974c93bc5fc
00a36f96e31731c4,train,validation,1024,768,1,https://open-images-dataset.s3.amazonaws.com/validation/00a36f96e31731c4.jpg,https://farm5.staticflickr.com/8207/8289365270_38b682a286_o.jpg,https://www.flickr.com/photos/johanl/8289365270,https://creativecommons.org/licenses/by/2.0/,Johan Larsson,Untitled,c87a0134a53af87739cc60bcf6cec966e7fc475f3d3ae9032095299dbe8a8124
1a04c113301b09f8,train,validation,1024,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/1a04c113301b09f8.jpg,https://c1.staticflickr.com/6/5049/5278920808_0bf2d15a23_o.jpg,https://www.flickr.com/photos/jennmae/5278920808,https://creativecommons.org/licenses/by/2.0/,Jenn Lowther,Why yes I think I will. Cc @shannonrich,2d21e27164c4bd65ba9a2fdd5ab346329f3c894825044ef1d2c0637e8a878378
49e6a10cc09950c8,train,validation,742,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/49e6a10cc09950c8.jpg,https://c1.staticflickr.com/1/67/213297601_c657f6a70c_o.jpg,https://www.flickr.com/photos/pyntofmyld/213297601,https://creativecommons.org/licenses/by/2.0/,pyntofmyld,Volvic ad shot,f58a2f64f74cd3205a8182aa47780a441955d715afce91484849794a1c573e04
b5bbb96eefd779eb,train,validation,689,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/b5bbb96eefd779eb.jpg,https://c4.staticflickr.com/6/5462/9429993515_1be01891ec_o.jpg,https://www.flickr.com/photos/royluck/9429993515,https://creativecommons.org/licenses/by/2.0/,Roy Luck,Czech lager at the Old Prague Restaurant,c34fc18afee1b1966b438eed6264acad23cf7f416041d5bada25cdd6a5e391cf
370406d5365f1adf,train,validation,1024,768,1,https://open-images-dataset.s3.amazonaws.com/validation/370406d5365f1adf.jpg,https://c8.staticflickr.com/2/1236/1338801154_b00d06a66f_o.jpg,https://www.flickr.com/photos/justin/1338801154,https://creativecommons.org/licenses/by/2.0/,Justin Hall,Merci got a new iPhone!,087c3428e67fca5cf080c83da2558a88762760aa8a514af6c03660facdfc217f
69cc9b1b49e4c6c3,train,validation,1024,768,4,https://open-images-dataset.s3.amazonaws.com/validation/69cc9b1b49e4c6c3.jpg,https://farm4.staticflickr.com/2060/1815020250_81cd13f558_o.jpg,https://www.flickr.com/photos/14233029@N00/1815020250,https://creativecommons.org/licenses/by/2.0/,mareo_diaz,Gasú_juego en el campo de batalla,dc116e9fdc02945c928fcbed8d5b903ca7d39cc78e2c5653ea1d272ca7f0dcdd
c264f4ac854e66eb,train,validation,768,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/c264f4ac854e66eb.jpg,https://c4.staticflickr.com/9/8499/8334963708_4e48553017_o.jpg,https://www.flickr.com/photos/jimmybenson/8334963708,https://creativecommons.org/licenses/by/2.0/,Jan-Willem Reusink,Erdinger Weißbier,6b7c3342b784823d1291054392b4f72b9bc30b76c3aaf7af1d110b84d330769e
874f0a9275b8ed9b,train,validation,1024,576,1,https://open-images-dataset.s3.amazonaws.com/validation/874f0a9275b8ed9b.jpg,https://c4.staticflickr.com/9/8522/8538709738_64b8258e6f_o.jpg,https://www.flickr.com/photos/uncalno/8538709738,https://creativecommons.org/licenses/by/2.0/,Uncalno Tekno,Wine,b139a97ad5872edc5e455bd7e1b7b32ab5ba59a0c361e273350b36e957752649
031244297d177089,train,validation,1024,679,2,https://open-images-dataset.s3.amazonaws.com/validation/031244297d177089.jpg,https://c2.staticflickr.com/5/4051/4685520190_97ac0a9776_o.jpg,https://www.flickr.com/photos/bokchoi-snowpea/4685520190,https://creativecommons.org/licenses/by/2.0/,snowpea&amp;bokchoi,Alcohol for the Bisque,3e78412217c503a546aeb41d05f12886d48606914dd553bb6644297f1031f96e
1b9eb52c0e2cf93c,train,validation,768,1024,3,https://open-images-dataset.s3.amazonaws.com/validation/1b9eb52c0e2cf93c.jpg,https://c5.staticflickr.com/3/2110/2220088917_340d3a1e6a_o.jpg,https://www.flickr.com/photos/melvinprice/2220088917,https://creativecommons.org/licenses/by/2.0/,MelvinPrice,Mum's Cupboard - Not Bare,75edba4dc6b31793ffe28998e62fef6655d5831623d9fb2fa85ada1051d9d060
6c304280c24a90f8,train,validation,1024,579,1,https://open-images-dataset.s3.amazonaws.com/validation/6c304280c24a90f8.jpg,https://c1.staticflickr.com/9/8227/8577941602_bd3c7341de_o.jpg,https://www.flickr.com/photos/mmu-engage/8577941602,https://creativecommons.org/licenses/by/2.0/,Manchester Metropolitan University,1. Sun Rise on Mars,2307f953dae4780bbbdce4e9c0125d6abc0be2737136683ad8bd7e71f0c2df11
a119ed96a3eb26da,train,validation,1024,701,1,https://open-images-dataset.s3.amazonaws.com/validation/a119ed96a3eb26da.jpg,https://c3.staticflickr.com/5/4143/4827555036_5ddb4a1a79_o.jpg,https://www.flickr.com/photos/extraterila/4827555036,https://creativecommons.org/licenses/by/2.0/,extraterila,I knoews trickz,100371c38f21c86f406bdd659c120a0972abe8d3ef5a7aa566fc7defb61bfde1
61e5a9ac02d31d84,train,validation,768,1024,3,https://open-images-dataset.s3.amazonaws.com/validation/61e5a9ac02d31d84.jpg,https://farm5.staticflickr.com/46/179411508_f6f36c7105_o.jpg,https://www.flickr.com/photos/jhritz/179411508,https://creativecommons.org/licenses/by/2.0/,John Hritz,Coke Bottles,01642b8bd5e98520916d1f5497ec2be7c7c8ba8c793ee90545b322393f73bfb8
f5b09fbe99e13691,train,validation,1024,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/f5b09fbe99e13691.jpg,https://farm2.staticflickr.com/8309/8069866678_bdf2a4ef05_o.jpg,https://www.flickr.com/photos/bily7july/8069866678,https://creativecommons.org/licenses/by/2.0/,Bin.Híp,Alots like love.,e067fb2584d53f9ee014f254d2f7d30f78f0cbdb4fb35b8a0d282b08816fe350
f37bf67123a9fba8,train,validation,765,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/f37bf67123a9fba8.jpg,https://c1.staticflickr.com/8/7196/6915535317_8a80ae593a_o.jpg,https://www.flickr.com/photos/adactio/6915535317,https://creativecommons.org/licenses/by/2.0/,Jeremy Keith,Wither Hills Sauvignon Blanc,7f854c80e49121375e427c4cf3904dbfdbd99d4c7e976d1c43d390015f847db7
d14608ef88c2b6c0,train,validation,1024,697,1,https://open-images-dataset.s3.amazonaws.com/validation/d14608ef88c2b6c0.jpg,https://farm1.staticflickr.com/5181/5683829251_fdec505ef1_o.jpg,https://www.flickr.com/photos/jaxons/5683829251,https://creativecommons.org/licenses/by/2.0/,Jaxon S,Bokeh,f7df091111994ae0573d73c53b63ce8362fff9f77c556014da65e05df6b884b2
a4ce8204dc010b24,train,validation,910,1024,2,https://open-images-dataset.s3.amazonaws.com/validation/a4ce8204dc010b24.jpg,https://farm5.staticflickr.com/3228/5830105328_082ac754ab_o.jpg,https://www.flickr.com/photos/egonzalesmarquez/5830105328,https://creativecommons.org/licenses/by/2.0/,egonzalesmarquez,Icing Nail Polish,949474bfaa72d9829a078f592ea3b1955900b51f8cdadae16f4d1e0e2aa98c2e
03abc39ad2c14097,train,validation,733,1024,2,https://open-images-dataset.s3.amazonaws.com/validation/03abc39ad2c14097.jpg,https://farm8.staticflickr.com/5055/5546714555_d1571b8d8c_o.jpg,https://www.flickr.com/photos/gtzecosan/5546714555,https://creativecommons.org/licenses/by/2.0/,SuSanA Secretariat,Wastewater samples before and after treatment in a VFB,5415c4f4b3519b38110cc42398ebaa262c7b904933f26aa2355e59c7e17ded7b
b426e52fccedea01,train,validation,1024,1001,4,https://open-images-dataset.s3.amazonaws.com/validation/b426e52fccedea01.jpg,https://farm2.staticflickr.com/3620/3582561058_e59e01a36e_o.jpg,https://www.flickr.com/photos/versionz/3582561058,https://creativecommons.org/licenses/by/2.0/,versionz,etc.,3587852690d843176ca3d24c6ecdba33d69fb89b556975d401859766dd1947d0
4cc6516b9be3d77d,train,validation,765,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/4cc6516b9be3d77d.jpg,https://c6.staticflickr.com/8/7158/6415224265_0fff442644_o.jpg,https://www.flickr.com/photos/emilyrides/6415224265,https://creativecommons.org/licenses/by/2.0/,emilydickinsonridesabmx,Innis and Gunn Highland Cask Beer Aged in Malt Whisky Casks,4926810547a2360eeaad488b12b9f9d15d01d2051ec8e456814b5bbdd25a2123
2b64b976ad4eb667,train,validation,1024,1004,1,https://open-images-dataset.s3.amazonaws.com/validation/2b64b976ad4eb667.jpg,https://farm8.staticflickr.com/7228/7284667796_f3a7d88e33_o.jpg,https://www.flickr.com/photos/justin_kern/7284667796/,https://creativecommons.org/licenses/by/2.0/,Justin Kern,Combination Vase,21556f2ebdf198618764a33c7ba7f9000e50dbc1d06f0d2b28998a560217e5b3
6c1af88ce6699fbb,train,validation,1024,680,1,https://open-images-dataset.s3.amazonaws.com/validation/6c1af88ce6699fbb.jpg,https://c4.staticflickr.com/4/3807/9613412745_fd905a5a8a_o.jpg,https://www.flickr.com/photos/rch850/9613412745,https://creativecommons.org/licenses/by/2.0/,rch850,"2010 Grand Bateau Rouge, Bordeaux",69d04f80793d0dc8e9a2af08ba8a273dcf6f1d5b0c2c32f03ffcc10cc6339a0b
179f6966eec24e2a,train,validation,1024,683,3,https://open-images-dataset.s3.amazonaws.com/validation/179f6966eec24e2a.jpg,https://c3.staticflickr.com/6/5054/5495551790_057a0c01d5_o.jpg,https://www.flickr.com/photos/savansekhon/5495551790,https://creativecommons.org/licenses/by/2.0/,savan  sekhon,Lock And Load,aa87b78851d08510cde5d4eac74755e938cc3e6113424c33f284abb9ca9674c5
d93f755cf12d6e3d,train,validation,1024,685,1,https://open-images-dataset.s3.amazonaws.com/validation/d93f755cf12d6e3d.jpg,https://c6.staticflickr.com/3/2477/4019526126_4ba71ddc22_o.jpg,https://www.flickr.com/photos/cletch/4019526126,https://creativecommons.org/licenses/by/2.0/,Pat (Cletch) Williams,Pre-Conference Shenanigans,e83288131324b692595da9610e6e8dd6cba761ccf5f118e8a899c8dee999b87b
4b1d8b33030b1706,val,validation,1024,683,1,https://open-images-dataset.s3.amazonaws.com/validation/4b1d8b33030b1706.jpg,https://farm7.staticflickr.com/8442/7881671810_81c24b471e_o.jpg,https://www.flickr.com/photos/toolmantim/7881671810,https://creativecommons.org/licenses/by/2.0/,Tim Lucas,Gin Mare - Mediterrean Gin,7f0679ff2a62b99811db519ad9705fb4108c228bea4a8917e766815ca5fffde4
3ef5a2893b3df4a4,val,validation,1024,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/3ef5a2893b3df4a4.jpg,https://farm5.staticflickr.com/7180/6926910141_5202aa9c93_o.jpg,https://www.flickr.com/photos/onthewhiteline/6926910141,https://creativecommons.org/licenses/by/2.0/,Corey Taratuta,Today I learned about gluten in medications... and I'm not a celiac.,45ee241b16b0fa8c789367981e9ba29cf796fd5406b24065fe4e4fb7702efdbe
5821c61e6ec9d67a,val,validation,1024,576,1,https://open-images-dataset.s3.amazonaws.com/validation/5821c61e6ec9d67a.jpg,https://c3.staticflickr.com/5/4061/4376286940_4a5a80d4ba_o.jpg,https://www.flickr.com/photos/andy-li/4376286940,https://creativecommons.org/licenses/by/2.0/,Andy Li,Get used to it?,2e911582faec867a0986bd634f9da1025531c4a95ebef53331369d9673c44c47
910796da8a49348e,val,validation,913,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/910796da8a49348e.jpg,https://c7.staticflickr.com/5/4004/4353175861_f909c0d5f5_o.jpg,https://www.flickr.com/photos/creative_tools/4353175861,https://creativecommons.org/licenses/by/2.0/,Creative Tools,CreativeTools.se - PackshotCreator - CreativeTools.se - PackshotCreator - Jar of olives,6f428097f08732bc7d7430367dc40c27f5efb846f737e50f2913ea2435bfdae2
47b56f870752e1c2,val,validation,768,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/47b56f870752e1c2.jpg,https://farm3.staticflickr.com/3194/2999894253_51c9ae08eb_o.jpg,https://www.flickr.com/photos/dq090702/2999894253,https://creativecommons.org/licenses/by/2.0/,brokinhrt2,Baby Bottle,e99225eeb0f618251129839c241294f8afe3232f87f08b63500d2ea7121d9ad6
5cc6d803cefe4dbf,val,validation,1024,680,1,https://open-images-dataset.s3.amazonaws.com/validation/5cc6d803cefe4dbf.jpg,https://c8.staticflickr.com/1/499/19595299285_5b33061a9f_o.jpg,https://www.flickr.com/photos/jjg_1977/19595299285,https://creativecommons.org/licenses/by/2.0/,Javier González,Live Pink,176e6b2beb83eae82285d14aca307116b9b117f171c8e233b2d3e0b8b6a985e1
8389085968bd2d8e,val,validation,1024,751,3,https://open-images-dataset.s3.amazonaws.com/validation/8389085968bd2d8e.jpg,https://c7.staticflickr.com/8/7239/7181056835_5512229cd9_o.jpg,https://www.flickr.com/photos/nwcouncil/7181056835,https://creativecommons.org/licenses/by/2.0/,Northwest Power and Conservation Council,Salmon Eggs at Bonneville Vistor Center,420e22418c3ec914362ec514b31231a7326f2e1cf3eb1e069ac44fe48620001a
ac359b78738c1d8f,val,validation,768,1024,1,https://open-images-dataset.s3.amazonaws.com/validation/ac359b78738c1d8f.jpg,https://c8.staticflickr.com/4/3344/3487173480_8af0b6e964_o.jpg,https://www.flickr.com/photos/stevengroves/3487173480/,https://creativecommons.org/licenses/by/2.0/,Steven Groves,BlingNite 2009 Steven Groves (24),ea27d7b82ca09cb017097d359bd0c8ff0a40c5ac3f0f94bd4dec08578277f2ad
58b50dce36e63205,val,validation,1024,683,3,https://open-images-dataset.s3.amazonaws.com/validation/58b50dce36e63205.jpg,https://farm6.staticflickr.com/4085/5177208422_0149bfa4b2_o.jpg,https://www.flickr.com/photos/stickwithjosh/5177208422,https://creativecommons.org/licenses/by/2.0/,Joshua Blount,Organic hippie crap,09c07b002eb81a2738e4550884023fa67d4c410e4de7fb4488a745cd4c6570a8
19a9c18bb631cf3f,val,validation,768,768,2,https://open-images-dataset.s3.amazonaws.com/validation/19a9c18bb631cf3f.jpg,https://c8.staticflickr.com/1/761/20986082565_e7717e78d3_o.jpg,https://www.flickr.com/photos/csitko/20986082565,https://creativecommons.org/licenses/by/2.0/,Cory Sitko,Tweeted on 08/29/2015 at 04:57 PM,28035a1bbae8f5372c7195daa138471de59e1ba3361ae69088767a042b2a1ccb
