image,label,confidence,x1,y1,x2,y2
1P9A1048.JPG,desk,0.3081079125404358,1157.333984375,3252.308349609375,3609.119384765625,5340.1376953125
1P9A1048.JPG,computer keyboard,0.2982535660266876,5463.2587890625,2561.4873046875,6759.0712890625,2885.056396484375
1P9A1048.JPG,desk,0.2963089346885681,1057.859375,3255.24169921875,3665.1103515625,4714.70849609375
1P9A1048.JPG,bottle,0.2560555040836334,1915.3487548828125,3229.716552734375,2033.3033447265625,3385.51416015625
1P9A1049.JPG,faucet,0.9465107917785645,6156.6220703125,3062.1083984375,6671.0595703125,3818.93115234375
1P9A1049.JPG,electric kettle,0.9222343564033508,4675.357421875,3335.311279296875,5082.046875,3948.6064453125
1P9A1049.JPG,bottle,0.8634883761405945,4319.375,3319.546142578125,4532.33349609375,3972.93212890625
1P9A1049.JPG,cooking pot,0.8418874144554138,3210.2490234375,3844.783447265625,3786.589599609375,4190.4228515625
1P9A1049.JPG,bowl,0.839641273021698,4274.5009765625,2002.8692626953125,4665.08251953125,2209.605712890625
1P9A1049.JPG,bowl,0.8331133127212524,6465.6611328125,2289.424560546875,6747.2421875,2430.658447265625
1P9A1049.JPG,bowl,0.8296036720275879,4083.778076171875,1331.08935546875,4649.857421875,1600.117919921875
1P9A1049.JPG,bottle,0.8260728716850281,4599.04150390625,3425.354736328125,4755.3251953125,4018.8837890625
1P9A1049.JPG,bottle,0.7897374033927917,5314.34814453125,3417.2421875,5480.3916015625,4016.6005859375
1P9A1049.JPG,oven,0.7795721292495728,4177.19677734375,4312.591796875,5795.94873046875,5462.611328125
1P9A1049.JPG,paper towel roll,0.776944100856781,5116.62451171875,3255.3486328125,5366.56005859375,3907.84814453125
1P9A1049.JPG,bottle,0.7693280577659607,5075.22802734375,3373.778564453125,5262.716796875,3959.60791015625
1P9A1049.JPG,bottle,0.7459015250205994,5559.751953125,3443.25927734375,5735.28125,4048.3037109375
1P9A1049.JPG,bowl,0.6705010533332825,2144.22412109375,3765.206298828125,3030.767822265625,4165.86474609375
1P9A1049.JPG,bottle,0.6500508189201355,6775.36572265625,1859.23876953125,6928.29052734375,2326.54345703125
1P9A1049.JPG,sink,0.6352474093437195,5805.37451171875,3874.8671875,7180.744140625,4124.07763671875
1P9A1049.JPG,cooking pot,0.591076135635376,1306.347412109375,3344.2490234375,1830.839599609375,3707.14013671875
1P9A1049.JPG,bottle,0.5605735778808594,5018.283203125,2539.564697265625,5129.96240234375,2812.816650390625
1P9A1049.JPG,bottle,0.5543050765991211,5142.05126953125,2413.244384765625,5254.4404296875,2804.79638671875
1P9A1049.JPG,stove,0.48929429054260254,1921.4202880859375,3762.426025390625,3964.40478515625,5341.9375
1P9A1049.JPG,bottle,0.48254913091659546,5239.64111328125,2369.99072265625,5357.01611328125,2788.703125
1P9A1049.JPG,bowl,0.48066484928131104,4941.58837890625,2064.0888671875,5461.9033203125,2198.06396484375
1P9A1049.JPG,bottle,0.47300300002098083,4847.5966796875,2475.54638671875,4973.5029296875,2813.1337890625
1P9A1049.JPG,bottle,0.4500839114189148,7300.5009765625,3480.73486328125,7505.49267578125,4027.481201171875
1P9A1049.JPG,bottle,0.44852131605148315,7381.71240234375,3633.77197265625,7618.46875,4131.66259765625
1P9A1049.JPG,microwave oven,0.4443620443344116,2058.368896484375,2088.427001953125,3505.055419921875,2848.447509765625
1P9A1049.JPG,bottle,0.4386933743953705,4037.465087890625,2610.3671875,4138.1240234375,2829.23388671875
1P9A1049.JPG,bottle,0.4290613830089569,4281.6181640625,2571.521240234375,4389.26708984375,2756.760986328125
1P9A1049.JPG,bowl,0.37674853205680847,1091.2587890625,3773.498779296875,1793.1624755859375,4222.96728515625
1P9A1049.JPG,bottle,0.3384338319301605,4495.7666015625,2356.354736328125,4624.25,2811.8515625
1P9A1049.JPG,frying pan,0.3179658353328705,3514.984375,3776.1298828125,3895.904052734375,4000.461669921875
1P9A1049.JPG,bowl,0.29720595479011536,3960.877197265625,3689.980224609375,4325.69873046875,3934.8427734375
1P9A1049.JPG,bottle,0.28318727016448975,4385.78466796875,2434.28125,4506.48193359375,2767.346923828125
1P9A1049.JPG,bottle,0.27689918875694275,1954.1268310546875,1794.643798828125,2036.6497802734375,2244.96337890625
1P9A1049.JPG,sink,0.2737795114517212,5799.86962890625,3874.61767578125,7190.15087890625,4258.7490234375
1P9A1049.JPG,cutting board,0.25227609276771545,6264.60107421875,4095.791748046875,7139.451171875,4465.02685546875
